ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
107102,Hubertus Schmidt,M,46,180,75,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
107257,Dorothee Schneider (-Krumhoff),F,45,166,60,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
107257,Dorothee Schneider (-Krumhoff),F,49,166,60,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
107343,Alwin Schockemhle,M,25,167,69,Sweden,SWE,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
107343,Alwin Schockemhle,M,33,167,69,Nadine,NED,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
107343,Alwin Schockemhle,M,41,167,69,Nadine,NED,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
107343,Alwin Schockemhle,M,41,167,69,Nadine,NED,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
107344,Paul Schockemhle,M,33,179,67,Nadine,NED,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
107344,Paul Schockemhle,M,41,179,67,Nadine,NED,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
107523,Hermann Schridde,M,29,175,59,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
107523,Hermann Schridde,M,34,183,59,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
107523,Hermann Schridde,M,33,175,48,Nadine,NED,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
107536,Gerco Bernardus Schrder,M,35,162,68,Netherlands,NED,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
107536,Gerco Bernardus Schrder,M,35,162,68,Netherlands,NED,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
107667,Karl Schultz,M,36,177,72,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
107667,Karl Schultz,M,40,177,72,Nadine,NED,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
107667,Karl Schultz,M,40,177,72,Nadine,NED,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
107684,Gerhard Schulz,M,35,170,68,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
107757,Niklaus Schurtenberger,M,42,185,81,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
107881,Hans Herbert Schwarzenbach,M,49,177,72,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
107934,Pius Schwizer,M,47,172,62,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
107945,Marina Sciocchetti,F,23,161,50,Germany,GER,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
108309,Guenter H. Seidel,M,37,184,76,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
108309,Guenter H. Seidel,M,41,184,76,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
108309,Guenter H. Seidel,M,51,184,76,Ireland,IRL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
108984,"Kimberly Lyda ""Kim"" Severson (Vinoski-)",F,32,157,51,Ireland,IRL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
108984,"Kimberly Lyda ""Kim"" Severson (Vinoski-)",F,32,157,51,Ireland,IRL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
109250,Neal Shapiro,M,56,182,67,Ireland,IRL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
109250,Neal Shapiro,M,29,172,67,Ireland,IRL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
110536,Lus Falco de Mena e Silva,M,36,180,59,Salinero,NED,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
110536,Lus Falco de Mena e Silva,M,48,164,59,Salinero,NED,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Dressage, Team",Gold
110778,Hugo Simon,M,51,159,62,Satchmo,GER,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
110851,Alexandra Simons de Ridder,F,38,171,62,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
110900,"William ""Will"" Simpson",M,51,170,74,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
111634,"Nicholas David ""Nick"" Skelton",M,56,172,73,West Germany,FRG,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
111634,"Nicholas David ""Nick"" Skelton",M,60,172,73,West Germany,FRG,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
111990,Franke Sloothaak,M,28,183,80,Nadine,NED,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
111990,Franke Sloothaak,M,21,183,80,Nadine,NED,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
111990,Franke Sloothaak,M,40,183,80,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
112260,Gina Smith,F,32,172,63,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
112354,Melanie Ainsworth Smith (-Taylor),F,36,167,54,Ireland,IRL,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
112406,Steven Smith,M,23,167,64,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
112529,"Patricia Rosemary ""Pat"" Smythe (-Koechlin)",F,29,167,64,West Germany,FRG,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
113177,Snke Snksen,M,51,188,81,Nadine,NED,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
113376,Rafael Soto Andrade,M,48,169,71,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
114219,"Walter Goodwin Staley, Jr.",M,21,182,67,Ireland,IRL,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
114420,Ian David Stark,M,32,174,72,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
114420,Ian David Stark,M,36,174,72,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
114420,Ian David Stark,M,36,174,72,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
114420,Ian David Stark,M,48,174,72,West Germany,FRG,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
114531,Kevin Staut,M,37,179,67,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
114622,Hartwig Steenken,M,33,172,65,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
114837,"William Clark ""Bill"" Steinkraus",M,28,180,65,Ireland,IRL,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
114837,"William Clark ""Bill"" Steinkraus",M,36,180,65,Ireland,IRL,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
114837,"William Clark ""Bill"" Steinkraus",M,45,180,65,Ireland,IRL,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
114837,"William Clark ""Bill"" Steinkraus",M,48,180,65,Ireland,IRL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
115276,Karen Elizabeth Stives,F,26,157,45,Ireland,IRL,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
115276,Karen Elizabeth Stives,F,35,157,45,Ireland,IRL,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
115619,Karen Elizabeth Straker-Dixon,F,26,162,55,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
115947,Christine Stckelberger,F,31,159,45,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
115947,Christine Stckelberger,F,31,159,45,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
115947,Christine Stckelberger,F,39,168,45,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
115947,Christine Stckelberger,F,43,159,45,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
115947,Christine Stckelberger,F,43,159,45,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
117043,Ninna Ingrid Swaab (-Stumpe),F,34,168,53,Elvis Va,GER,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
117591,Kazimierz Szosland,M,39,169,68,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Jumping, Team",Silver
117843,Robert Blyth Tait,M,33,160,60,Soviet Union,URS,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
117843,Robert Blyth Tait,M,28,160,60,Soviet Union,URS,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
117843,Robert Blyth Tait,M,37,160,60,Soviet Union,URS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
117843,Robert Blyth Tait,M,37,160,60,Soviet Union,URS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
118783,Mary Anne Tauskey (-Parkhurst),F,22,157,46,Ireland,IRL,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
118964,Gerardo Tazzer Valencia,M,30,155,74,Italy,ITA,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
119016,Arjen Gerald Teeuwissen,M,31,192,84,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
119357,Burkhard Tesdorpf,M,23,184,69,Nadine,NED,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
119416,Jean Georges Marie Teulre,M,52,166,62,Austria,AUT,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
119578,Monica Theodorescu,F,27,162,47,Nadine,NED,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
119578,Monica Theodorescu,F,31,162,47,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
119578,Monica Theodorescu,F,35,162,47,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
119653,Fritz Thiedemann,M,36,163,61,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
119653,Fritz Thiedemann,M,36,163,61,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Jumping, Individual",Gold
119653,Fritz Thiedemann,M,40,163,61,Sweden,SWE,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
119653,Fritz Thiedemann,M,44,163,61,Sweden,SWE,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
119985,Peter Thomsen,M,49,180,69,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
119985,Peter Thomsen,M,53,180,69,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
120017,Mary Elizabeth Thomson-King,F,45,175,60,West Germany,FRG,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
120017,Mary Elizabeth Thomson-King,F,44,175,60,West Germany,FRG,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
120017,Mary Elizabeth Thomson-King,F,53,175,60,West Germany,FRG,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
120446,Stuart Brian Tinney,M,37,177,68,Clearwater,DEN,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
120446,Stuart Brian Tinney,M,53,177,68,Clearwater,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
120661,Mark James Todd,M,34,187,75,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
120661,Mark James Todd,M,34,187,75,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
120661,Mark James Todd,M,38,187,75,Soviet Union,URS,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
120661,Mark James Todd,M,46,187,75,Soviet Union,URS,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
120661,Mark James Todd,M,30,187,75,Soviet Union,URS,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
121124,"Johannes Augustinus Petrus ""Jan"" Tops",M,33,172,84,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
121521,Nicolas Jean Denis Touzaint,M,55,171,57,Austria,AUT,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
121714,Christine S.  Traurig,F,45,175,53,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
121825,Jzef Piotr Trenkwald,M,32,165,57,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
122154,Amy Tryon,F,36,177,72,Ireland,IRL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
123167,Viktor Petrovich Ugryumov,M,42,170,67,Portugal,POR,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
123167,Viktor Petrovich Ugryumov,M,42,170,67,Portugal,POR,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
123381,Nicole Uphoff-Becker (-Selke),F,23,170,57,Nadine,NED,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
123381,Nicole Uphoff-Becker (-Selke),F,23,170,57,Nadine,NED,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
123381,Nicole Uphoff-Becker (-Selke),F,27,170,57,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
123381,Nicole Uphoff-Becker (-Selke),F,27,170,57,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
123793,Michel Vaillancourt,M,23,175,64,Brazil,BRA,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
123897,"Alberto Vldes Lacarra, Jr.",M,39,175,62,Italy,ITA,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
124080,Thibaut Vallette,M,44,168,57,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
124164,"Jacoba Maria Jozina ""Coby"" van Baalen (Dorresteijn-)",F,45,175,60,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
124472,Maikel Leonardus van der Vleuten,M,26,167,57,Netherlands,NED,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
124626,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,26,169,53,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
124626,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,30,169,53,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
124626,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,30,169,53,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
124626,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,34,169,53,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
124626,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,34,169,53,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
124626,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,38,169,53,Netherlands,NED,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
124626,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,42,169,53,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
124626,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,42,169,53,Don Schufro,DEN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
124626,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,46,169,53,Netherlands,NED,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
124830,Stanny Van Paesschen,M,21,180,77,United States,USA,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
125576,Fabin Vzquez Lpez,M,39,162,69,Italy,ITA,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
125777,Dumitru Velicu,M,51,172,65,Digby,DEN,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
127195,Valery Yakovlevich Volkov,M,34,166,65,Portugal,POR,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
127403,Karol Alfonsovich von Rmmel,M,41,169,60,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
127406,Maud Florence Ella von Rosen,F,48,160,55,Elvis Va,GER,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
127470,Albert Bernard Voorn,M,46,177,74,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
127631,"Jan Johannes ""Jur"" Vrieling",M,44,183,78,Netherlands,NED,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
127896,Klaus Wagner,M,32,179,72,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
127896,Klaus Wagner,M,36,179,72,Sweden,SWE,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
128724,McLain Ward,M,30,173,67,Ireland,IRL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
128724,McLain Ward,M,34,173,58,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
128724,McLain Ward,M,42,173,67,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
128939,Torrance Watkins Fleischmann,F,36,162,45,Ireland,IRL,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
129034,Eric Wauters,M,27,181,76,United States,USA,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
129494,"Francis William Charles ""Frank"" Weldon",M,51,182,63,West Germany,FRG,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold
129494,"Francis William Charles ""Frank"" Weldon",M,44,172,63,West Germany,FRG,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
129726,Isabelle Regina Werth,F,25,166,70,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
129726,Isabelle Regina Werth,F,25,166,63,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
129726,Isabelle Regina Werth,F,28,166,63,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
129726,Isabelle Regina Werth,F,29,166,63,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
129726,Isabelle Regina Werth,F,33,166,63,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
129726,Isabelle Regina Werth,F,33,166,63,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
129726,Isabelle Regina Werth,F,41,166,63,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
129726,Isabelle Regina Werth,F,41,166,63,Romania,ROU,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
129726,Isabelle Regina Werth,F,49,166,63,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
129726,Isabelle Regina Werth,F,49,166,63,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
129963,John Edwin Whitaker,M,30,168,67,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
129965,Michael Whitaker,M,26,169,66,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
130289,Linden Wiesman,F,27,172,61,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
130617,John Williams,M,41,174,65,Ireland,IRL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
130873,Nicola Wilson,F,37,174,61,West Germany,FRG,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
130914,"Gerhard ""Gerd"" Wiltfang",M,28,179,73,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
130917,Spencer James W. Wilton,M,45,180,80,West Germany,FRG,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
130999,Hans Gnter Winkler,M,31,171,69,Sweden,SWE,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
130999,Hans Gnter Winkler,M,31,192,69,Sweden,SWE,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
130999,Hans Gnter Winkler,M,36,171,69,Sweden,SWE,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
130999,Hans Gnter Winkler,M,40,171,69,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
130999,Hans Gnter Winkler,M,44,157,69,Nadine,NED,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
130999,Hans Gnter Winkler,M,48,171,69,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
130999,Hans Gnter Winkler,M,51,171,69,Nadine,NED,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
131219,"James Cunningham ""Jimmy"" Wofford",M,25,170,67,Ireland,IRL,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
131219,"James Cunningham ""Jimmy"" Wofford",M,29,170,67,Ireland,IRL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
131935,Peter Wylde,M,41,179,71,Ireland,IRL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
135322,Nathalie Xenia Margareta Benedikte zu Sayn-Wittgenstein-Berleburg,F,35,173,82,Sunrise,NED,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
